SERVICE_ID,DATE,PIPE_ID,MANUFACTURER,LATITUDE,LONGITUDE,MAINTENANCE_DAYS,COST,FAULT,REGION,YEAR,MONTH,GRADE,OD,WALL_THICKNESS,PIPE_LENGTH
18918,2014-10-08,622,M1,51.037440,-93.973970,16,24000,Leak,uum5e,2014,10,X42,18.000,0.375,16
23622,2015-09-18,622,M1,51.018640,-94.491110,16,24000,Corrosion,uum5e,2015,9,X42,18.000,0.375,16
5949,2012-03-16,809,M3,57.954290,-94.698920,16,16000,Corrosion,uum5e,2012,3,X46,18.000,0.500,16
28057,2016-08-11,809,M1,57.963090,-94.099785,16,24000,Leak,uum5e,2016,8,X46,18.000,0.500,16
9474,2012-11-22,809,M1,57.943058,-94.566520,16,24000,Joint Failure,uum5e,2012,11,X46,18.000,0.500,16
15106,2014-01-19,809,M1,57.956112,-93.559586,15,22500,Joint Failure,uum5e,2014,1,X46,18.000,0.500,16
15104,2014-01-19,809,M1,57.945290,-95.261190,15,22500,Damaged Coating,uum5e,2014,1,X46,18.000,0.500,16
14764,2013-12-19,809,M1,57.943320,-93.351260,23,34500,Damaged Coating,uum5e,2013,12,X46,18.000,0.500,16
12824,2013-07-30,809,M1,57.934050,-93.932175,23,34500,Corrosion,uum5e,2013,7,X46,18.000,0.500,16
20500,2015-02-06,809,M1,57.952170,-94.723040,8,12000,Corrosion,uum5e,2015,2,X46,18.000,0.500,16
28087,2016-08-13,809,M3,57.943687,-94.324070,18,18000,Damaged Coating,uum5e,2016,8,X46,18.000,0.500,16
15195,2014-01-26,809,M1,57.965977,-93.208810,27,40500,Corrosion,uum5e,2014,1,X46,18.000,0.500,16
15723,2014-03-06,809,M1,57.941610,-94.561650,26,39000,Corrosion,uum5e,2014,3,X46,18.000,0.500,16
17438,2014-06-30,809,M3,57.944416,-93.282200,19,19000,Leak,uum5e,2014,6,X46,18.000,0.500,16
5109,2012-01-14,809,M1,57.967064,-94.753090,20,30000,Corrosion,uum5e,2012,1,X46,18.000,0.500,16
23778,2015-09-29,809,M3,57.958430,-95.134240,30,30000,Burst,uum5e,2015,9,X46,18.000,0.500,16
19753,2014-12-08,809,M1,57.956425,-93.916890,20,30000,Corrosion,uum5e,2014,12,X46,18.000,0.500,16
26345,2016-04-12,809,M3,57.950240,-94.768870,7,7000,Damaged Coating,uum5e,2016,4,X46,18.000,0.500,16
23813,2015-10-01,809,M1,57.942184,-95.141390,7,10500,Joint Failure,uum5e,2015,10,X46,18.000,0.500,16
8859,2012-10-09,809,M3,57.954212,-94.069310,6,6000,Joint Failure,uum5e,2012,10,X46,18.000,0.500,16
24858,2015-12-22,809,M3,57.947052,-93.448920,2,2000,Joint Failure,uum5e,2015,12,X46,18.000,0.500,16
14230,2013-11-08,809,M1,57.968540,-93.940610,19,28500,Corrosion,uum5e,2013,11,X46,18.000,0.500,16
17649,2014-07-14,809,M3,57.939460,-93.385550,5,5000,Leak,uum5e,2014,7,X46,18.000,0.500,16
24779,2015-12-14,809,M3,57.936893,-94.276910,5,5000,Damaged Coating,uum5e,2015,12,X46,18.000,0.500,16
9589,2012-12-02,809,M1,57.960114,-94.722570,21,31500,Leak,uum5e,2012,12,X46,18.000,0.500,16
20972,2015-03-14,809,M1,57.953327,-93.979020,21,31500,Damaged Coating,uum5e,2015,3,X46,18.000,0.500,16
8636,2012-09-20,809,M1,57.947357,-93.712420,29,43500,Corrosion,uum5e,2012,9,X46,18.000,0.500,16
29774,2016-12-15,809,M1,57.965862,-95.080550,28,42000,Burst,uum5e,2016,12,X46,18.000,0.500,16
375,2011-02-02,809,M1,57.938970,-93.396530,28,42000,Corrosion,uum5e,2011,2,X46,18.000,0.500,16
22586,2015-07-06,809,M1,57.967293,-93.709694,9,13500,Corrosion,uum5e,2015,7,X46,18.000,0.500,16
21949,2015-05-25,809,M1,57.942505,-94.779990,17,25500,Corrosion,uum5e,2015,5,X46,18.000,0.500,16
12851,2013-08-01,863,M1,59.955772,-146.695330,11,16500,Corrosion,tul6f,2013,8,X56,14.000,0.500,16
23415,2015-09-03,863,M3,59.958138,-143.786790,10,10000,Burst,tul6f,2015,9,X56,14.000,0.500,16
363,2011-02-01,863,M3,59.946920,-143.974760,13,13000,Leak,tul6f,2011,2,X56,14.000,0.500,16
9799,2012-12-18,863,M3,59.960392,-144.396730,16,16000,Joint Failure,tul6f,2012,12,X56,14.000,0.500,16
9435,2012-11-20,863,M1,59.955692,-146.122020,1,1500,Corrosion,tul6f,2012,11,X56,14.000,0.500,16
15198,2014-01-26,863,M3,59.935590,-143.420290,8,8000,Leak,tul6f,2014,1,X56,14.000,0.500,16
24521,2015-11-24,863,M3,59.960870,-147.284150,23,23000,Burst,tul6f,2015,11,X56,14.000,0.500,16
7055,2012-06-04,863,M3,59.954144,-145.336270,23,23000,Leak,tul6f,2012,6,X56,14.000,0.500,16
19944,2014-12-22,863,M3,59.964630,-147.887830,14,14000,Burst,tul6f,2014,12,X56,14.000,0.500,16
23001,2015-08-06,863,M1,59.931034,-148.887970,15,22500,Corrosion,tul6f,2015,8,X56,14.000,0.500,16
24591,2015-11-29,863,M1,59.954174,-145.185760,20,30000,Corrosion,tul6f,2015,11,X56,14.000,0.500,16
11585,2013-05-05,863,M1,59.948590,-145.855960,20,30000,Burst,tul6f,2013,5,X56,14.000,0.500,16
15243,2014-01-30,863,M1,59.951190,-143.040250,8,12000,Corrosion,tul6f,2014,1,X56,14.000,0.500,16
10441,2013-02-10,863,M3,59.955410,-146.883580,18,18000,Damaged Coating,tul6f,2013,2,X56,14.000,0.500,16
25891,2016-03-08,863,M3,59.932056,-143.456090,18,18000,Leak,tul6f,2016,3,X56,14.000,0.500,16
23510,2015-09-10,863,M3,59.950750,-146.003710,19,19000,Burst,tul6f,2015,9,X56,14.000,0.500,16
29745,2016-12-13,863,M3,59.937695,-147.447660,19,19000,Corrosion,tul6f,2016,12,X56,14.000,0.500,16
13536,2013-09-21,863,M3,59.957330,-143.669040,3,3000,Corrosion,tul6f,2013,9,X56,14.000,0.500,16
9571,2012-12-01,863,M3,59.958950,-143.600160,21,21000,Joint Failure,tul6f,2012,12,X56,14.000,0.500,16
6321,2012-04-14,863,M1,59.955210,-145.022840,19,28500,Corrosion,tul6f,2012,4,X56,14.000,0.500,16
20003,2014-12-26,863,M1,59.946842,-143.006030,19,28500,Corrosion,tul6f,2014,12,X56,14.000,0.500,16
26169,2016-03-30,863,M3,59.951096,-146.454830,17,17000,Leak,tul6f,2016,3,X56,14.000,0.500,16
23957,2015-10-10,863,M1,59.959230,-148.076050,28,42000,Corrosion,tul6f,2015,10,X56,14.000,0.500,16
29514,2016-11-25,863,M3,59.958855,-146.133420,28,28000,Leak,tul6f,2016,11,X56,14.000,0.500,16
19411,2014-11-12,863,M1,59.961250,-148.936200,24,36000,Joint Failure,tul6f,2014,11,X56,14.000,0.500,16
29680,2016-12-08,863,M1,59.965824,-145.401460,25,37500,Damaged Coating,tul6f,2016,12,X56,14.000,0.500,16
4906,2011-12-28,863,M1,59.964138,-145.760560,25,37500,Burst,tul6f,2011,12,X56,14.000,0.500,16
12793,2013-07-27,990,M1,64.656900,-146.691700,11,16500,Damaged Coating,tul6f,2013,7,X42,13.750,0.500,16
6942,2012-05-27,990,M3,64.637570,-143.999830,15,15000,Burst,tul6f,2012,5,X42,13.750,0.500,16
15026,2014-01-12,990,M3,64.645836,-143.469470,16,16000,Burst,tul6f,2014,1,X42,13.750,0.500,16
29087,2016-10-21,990,M3,64.652260,-144.487660,23,23000,Burst,tul6f,2016,10,X42,13.750,0.500,16
13488,2013-09-18,990,M1,64.631890,-149.091700,26,39000,Corrosion,tul6f,2013,9,X42,13.750,0.500,16
759,2011-03-04,990,M3,64.653440,-147.946950,11,11000,Burst,tul6f,2011,3,X42,13.750,0.500,16
23740,2015-09-27,990,M3,64.642380,-145.371190,11,11000,Burst,tul6f,2015,9,X42,13.750,0.500,16
20092,2015-01-02,990,M1,64.655500,-146.178400,14,21000,Leak,tul6f,2015,1,X42,13.750,0.500,16
131,2011-01-12,990,M3,64.632965,-144.794160,6,6000,Burst,tul6f,2011,1,X42,13.750,0.500,16
7335,2012-06-24,990,M1,64.659380,-146.700420,19,28500,Damaged Coating,tul6f,2012,6,X42,13.750,0.500,16
20136,2015-01-05,990,M1,64.656090,-143.646300,17,25500,Joint Failure,tul6f,2015,1,X42,13.750,0.500,16
24595,2015-11-29,990,M1,64.656960,-146.745330,21,31500,Leak,tul6f,2015,11,X42,13.750,0.500,16
12840,2013-07-31,98,M2,31.660208,-98.972510,15,15000,Damaged Coating,sss1a,2013,7,X46,16.000,0.375,16
25872,2016-03-07,98,M4,31.647831,-96.480160,18,13500,Burst,sss1a,2016,3,X46,16.000,0.375,16
19796,2014-12-11,98,M4,31.636812,-98.464660,18,13500,Damaged Coating,sss1a,2014,12,X46,16.000,0.375,16
12301,2013-06-25,98,M2,31.652910,-97.115650,2,2000,Corrosion,sss1a,2013,6,X46,16.000,0.375,16
19660,2014-11-30,98,M4,31.633640,-98.757780,19,14250,Leak,sss1a,2014,11,X46,16.000,0.375,16
13530,2013-09-20,98,M2,31.662067,-96.710760,9,9000,Joint Failure,sss1a,2013,9,X46,16.000,0.375,16
9339,2012-11-12,98,M2,31.645650,-99.265690,9,9000,Leak,sss1a,2012,11,X46,16.000,0.375,16
22692,2015-07-14,98,M2,31.642336,-97.650085,9,9000,Damaged Coating,sss1a,2015,7,X46,16.000,0.375,16
26477,2016-04-23,98,M4,31.651869,-96.767940,11,8250,Joint Failure,sss1a,2016,4,X46,16.000,0.375,16
8735,2012-09-28,98,M3,31.659113,-99.199810,5,5000,Leak,sss1a,2012,9,X46,16.000,0.375,16
9060,2012-10-21,98,M4,31.649670,-96.204636,17,12750,Corrosion,sss1a,2012,10,X46,16.000,0.375,16
13994,2013-10-22,98,M4,31.630386,-98.577380,17,12750,Burst,sss1a,2013,10,X46,16.000,0.375,16
8474,2012-09-09,98,M2,31.649399,-96.341600,7,7000,Leak,sss1a,2012,9,X46,16.000,0.375,16
28355,2016-08-31,98,M4,31.653927,-97.647420,24,18000,Burst,sss1a,2016,8,X46,16.000,0.375,16
20157,2015-01-07,98,M4,31.655378,-99.705200,6,4500,Corrosion,sss1a,2015,1,X46,16.000,0.375,16
7688,2012-07-17,98,M4,31.647678,-97.748040,10,7500,Corrosion,sss1a,2012,7,X46,16.000,0.375,16
8957,2012-10-15,98,M4,31.644106,-98.413574,10,7500,Damaged Coating,sss1a,2012,10,X46,16.000,0.375,16
6618,2012-05-04,98,M4,31.631083,-97.688270,5,3750,Burst,sss1a,2012,5,X46,16.000,0.375,16
12875,2013-08-03,98,M2,31.648657,-99.061295,17,17000,Burst,sss1a,2013,8,X46,16.000,0.375,16
26131,2016-03-27,98,M3,31.652773,-98.969700,4,4000,Joint Failure,sss1a,2016,3,X46,16.000,0.375,16
7054,2012-06-04,98,M2,31.649317,-99.012794,10,10000,Damaged Coating,sss1a,2012,6,X46,16.000,0.375,16
12015,2013-06-07,98,M3,31.662540,-96.542890,11,11000,Corrosion,sss1a,2013,6,X46,16.000,0.375,16
3211,2011-08-19,98,M4,31.655256,-95.514084,9,6750,Corrosion,sss1a,2011,8,X46,16.000,0.375,16
27155,2016-06-09,98,M2,31.651402,-98.869510,13,13000,Corrosion,sss1a,2016,6,X46,16.000,0.375,16
9820,2012-12-20,98,M2,31.641901,-96.298870,14,14000,Corrosion,sss1a,2012,12,X46,16.000,0.375,16
6815,2012-05-17,98,M2,31.640804,-97.429700,14,14000,Damaged Coating,sss1a,2012,5,X46,16.000,0.375,16
15060,2014-01-15,98,M4,31.642149,-97.896550,16,12000,Damaged Coating,sss1a,2014,1,X46,16.000,0.375,16
26680,2016-05-06,98,M3,31.661335,-98.840930,3,3000,Burst,sss1a,2016,5,X46,16.000,0.375,16
2244,2011-06-16,98,M4,31.636759,-97.399990,4,3000,Burst,sss1a,2011,6,X46,16.000,0.375,16
2307,2011-06-20,98,M4,31.657053,-97.197650,1,750,Burst,sss1a,2011,6,X46,16.000,0.375,16
28326,2016-08-29,98,M2,31.641224,-98.636940,21,21000,Corrosion,sss1a,2016,8,X46,16.000,0.375,16
3478,2011-09-06,195,M4,35.238810,-95.689740,15,11250,Joint Failure,sms2b,2011,9,X52,18.000,0.625,23
21236,2015-04-04,195,M4,35.237617,-96.771950,15,11250,Corrosion,sms2b,2015,4,X52,18.000,0.625,23
18566,2014-09-13,195,M4,35.221550,-97.676790,21,15750,Corrosion,sms2b,2014,9,X52,18.000,0.625,23
5938,2012-03-14,195,M2,35.228560,-99.192190,2,2000,Damaged Coating,sms2b,2012,3,X52,18.000,0.625,23
713,2011-02-28,195,M2,35.215733,-99.456970,2,2000,Leak,sms2b,2011,2,X52,18.000,0.625,23
17403,2014-06-28,195,M4,35.249466,-99.354230,19,14250,Corrosion,sms2b,2014,6,X52,18.000,0.625,23
5642,2012-02-23,195,M2,35.238870,-97.668175,19,19000,Corrosion,sms2b,2012,2,X52,18.000,0.625,23
1754,2011-05-15,195,M4,35.231518,-98.721790,25,18750,Joint Failure,sms2b,2011,5,X52,18.000,0.625,23
12438,2013-07-04,195,M2,35.246162,-96.876700,9,9000,Damaged Coating,sms2b,2013,7,X52,18.000,0.625,23
27202,2016-06-12,195,M4,35.242290,-97.456530,11,8250,Leak,sms2b,2016,6,X52,18.000,0.625,23
18257,2014-08-21,195,M3,35.251606,-97.246680,5,5000,Leak,sms2b,2014,8,X52,18.000,0.625,23
13290,2013-09-03,195,M2,35.251190,-97.699875,5,5000,Corrosion,sms2b,2013,9,X52,18.000,0.625,23
25803,2016-03-02,195,M3,35.221455,-97.239830,16,16000,Corrosion,sms2b,2016,3,X52,18.000,0.625,23
2051,2011-06-05,195,M4,35.236824,-98.301090,6,4500,Corrosion,sms2b,2011,6,X52,18.000,0.625,23
18249,2014-08-21,195,M4,35.239857,-98.521385,3,2250,Burst,sms2b,2014,8,X52,18.000,0.625,23
11038,2013-03-27,195,M2,35.215717,-98.493110,6,6000,Joint Failure,sms2b,2013,3,X52,18.000,0.625,23
7189,2012-06-14,195,M2,35.243250,-97.986730,12,12000,Damaged Coating,sms2b,2012,6,X52,18.000,0.625,23
5590,2012-02-18,195,M4,35.223778,-98.558760,16,12000,Corrosion,sms2b,2012,2,X52,18.000,0.625,23
10821,2013-03-10,195,M2,35.215054,-97.776790,14,14000,Damaged Coating,sms2b,2013,3,X52,18.000,0.625,23
12988,2013-08-12,195,M2,35.231884,-99.103810,13,13000,Leak,sms2b,2013,8,X52,18.000,0.625,23
27667,2016-07-13,195,M4,35.222690,-96.282350,7,5250,Corrosion,sms2b,2016,7,X52,18.000,0.625,23
26712,2016-05-08,195,M4,35.215614,-97.444270,17,12750,Corrosion,sms2b,2016,5,X52,18.000,0.625,23
27782,2016-07-21,195,M2,35.216590,-95.802315,26,26000,Damaged Coating,sms2b,2016,7,X52,18.000,0.625,23
19236,2014-10-28,195,M4,35.227630,-96.932570,20,15000,Leak,sms2b,2014,10,X52,18.000,0.625,23
22743,2015-07-18,195,M4,35.243090,-97.889780,4,3000,Corrosion,sms2b,2015,7,X52,18.000,0.625,23
26834,2016-05-15,195,M1,35.249750,-98.293330,25,37500,Damaged Coating,sms2b,2016,5,X52,18.000,0.625,23
16687,2014-05-11,195,M2,35.240190,-98.234210,1,1000,Burst,sms2b,2014,5,X52,18.000,0.625,23
28049,2016-08-10,195,M2,35.229230,-97.322110,1,1000,Corrosion,sms2b,2016,8,X52,18.000,0.625,23
13852,2013-10-13,195,M3,35.251560,-99.015564,21,21000,Corrosion,sms2b,2013,10,X52,18.000,0.625,23
24248,2015-11-01,195,M2,35.228737,-97.845580,21,21000,Burst,sms2b,2015,11,X52,18.000,0.625,23
11036,2013-03-27,195,M4,35.224895,-96.503010,28,21000,Corrosion,sms2b,2013,3,X52,18.000,0.625,23
2652,2011-07-12,256,M2,37.487250,-98.411060,10,10000,Leak,sms2b,2011,7,X42,14.000,0.406,16
8270,2012-08-28,256,M4,37.495525,-99.234505,14,10500,Damaged Coating,sms2b,2012,8,X42,14.000,0.406,16
27810,2016-07-23,256,M4,37.476284,-99.702225,14,10500,Leak,sms2b,2016,7,X42,14.000,0.406,16
16250,2014-04-12,256,M2,37.496640,-98.876290,7,7000,Damaged Coating,sms2b,2014,4,X42,14.000,0.406,16
1368,2011-04-19,256,M2,37.495743,-98.618480,7,7000,Leak,sms2b,2011,4,X42,14.000,0.406,16
18042,2014-08-09,256,M2,37.488884,-96.708360,19,19000,Burst,sms2b,2014,8,X42,14.000,0.406,16
16904,2014-05-24,256,M3,37.508575,-98.330260,25,25000,Joint Failure,sms2b,2014,5,X42,14.000,0.406,16
16581,2014-05-04,256,M4,37.505646,-99.483260,11,8250,Joint Failure,sms2b,2014,5,X42,14.000,0.406,16
7453,2012-07-01,256,M4,37.508870,-96.508710,18,13500,Corrosion,sms2b,2012,7,X42,14.000,0.406,16
10273,2013-01-27,256,M4,37.474762,-97.837130,18,13500,Burst,sms2b,2013,1,X42,14.000,0.406,16
9069,2012-10-22,256,M4,37.495373,-97.359764,5,3750,Damaged Coating,sms2b,2012,10,X42,14.000,0.406,16
12954,2013-08-10,256,M2,37.473988,-98.566100,16,16000,Joint Failure,sms2b,2013,8,X42,14.000,0.406,16
25607,2016-02-18,256,M3,37.508614,-99.488120,13,13000,Joint Failure,sms2b,2016,2,X42,14.000,0.406,16
19788,2014-12-10,256,M2,37.491142,-99.639046,11,11000,Damaged Coating,sms2b,2014,12,X42,14.000,0.406,16
4862,2011-12-24,256,M3,37.483368,-99.097710,11,11000,Joint Failure,sms2b,2011,12,X42,14.000,0.406,16
24036,2015-10-16,256,M4,37.495953,-96.233970,8,6000,Corrosion,sms2b,2015,10,X42,14.000,0.406,16
11719,2013-05-15,256,M2,37.489620,-97.875740,6,6000,Burst,sms2b,2013,5,X42,14.000,0.406,16
25687,2016-02-24,256,M2,37.485530,-96.713900,4,4000,Burst,sms2b,2016,2,X42,14.000,0.406,16
20232,2015-01-13,256,M4,37.480522,-96.831530,12,9000,Leak,sms2b,2015,1,X42,14.000,0.406,16
4214,2011-11-02,256,M2,37.473824,-97.506680,9,9000,Leak,sms2b,2011,11,X42,14.000,0.406,16
20354,2015-01-24,256,M4,37.486088,-97.604920,9,6750,Leak,sms2b,2015,1,X42,14.000,0.406,16
14992,2014-01-09,256,M4,37.482765,-97.289810,13,9750,Leak,sms2b,2014,1,X42,14.000,0.406,16
19293,2014-11-01,256,M2,37.485912,-98.268196,3,3000,Burst,sms2b,2014,11,X42,14.000,0.406,16
5471,2012-02-10,256,M1,37.477436,-98.428440,10,15000,Leak,sms2b,2012,2,X42,14.000,0.406,16
25462,2016-02-08,256,M1,37.476173,-98.989860,26,39000,Damaged Coating,sms2b,2016,2,X42,14.000,0.406,16
16825,2014-05-19,256,M2,37.490097,-96.787834,21,21000,Corrosion,sms2b,2014,5,X42,14.000,0.406,16
4361,2011-11-13,678,M1,53.119392,-94.996700,26,39000,Damaged Coating,uum5e,2011,11,X56,14.000,0.375,19
29151,2016-10-26,678,M3,53.116203,-94.887080,19,19000,Joint Failure,uum5e,2016,10,X56,14.000,0.375,19
4538,2011-11-27,678,M3,53.111940,-93.435616,19,19000,Corrosion,uum5e,2011,11,X56,14.000,0.375,19
6743,2012-05-13,678,M3,53.115974,-95.159676,25,25000,Burst,uum5e,2012,5,X56,14.000,0.375,19
20714,2015-02-24,678,M3,53.117397,-93.834750,15,15000,Joint Failure,uum5e,2015,2,X56,14.000,0.375,19
27655,2016-07-13,678,M3,53.091366,-94.484530,15,15000,Leak,uum5e,2016,7,X56,14.000,0.375,19
772,2011-03-05,678,M3,53.098890,-93.509720,14,14000,Leak,uum5e,2011,3,X56,14.000,0.375,19
22550,2015-07-03,30,M3,29.124668,-96.271300,14,14000,Burst,sss1a,2015,7,X56,16.000,0.500,19
27029,2016-05-30,30,M2,29.139970,-97.039560,13,13000,Damaged Coating,sss1a,2016,5,X56,16.000,0.500,19
27234,2016-06-14,30,M2,29.132240,-98.547165,13,13000,Corrosion,sss1a,2016,6,X56,16.000,0.500,19
22386,2015-06-24,30,M2,29.117230,-98.469376,13,13000,Damaged Coating,sss1a,2015,6,X56,16.000,0.500,19
22247,2015-06-15,30,M4,29.140722,-97.156600,4,3000,Burst,sss1a,2015,6,X56,16.000,0.500,19
13445,2013-09-15,30,M2,29.145767,-96.551460,12,12000,Burst,sss1a,2013,9,X56,16.000,0.500,19
22199,2015-06-12,30,M2,29.138462,-97.842840,12,12000,Leak,sss1a,2015,6,X56,16.000,0.500,19
22124,2015-06-07,30,M4,29.128946,-97.613144,16,12000,Leak,sss1a,2015,6,X56,16.000,0.500,19
6115,2012-03-28,30,M4,29.123861,-95.370210,16,12000,Damaged Coating,sss1a,2012,3,X56,16.000,0.500,19
22440,2015-06-27,30,M4,29.123297,-98.312060,16,12000,Leak,sss1a,2015,6,X56,16.000,0.500,19
17340,2014-06-23,30,M2,29.137075,-97.908646,1,1000,Leak,sss1a,2014,6,X56,16.000,0.500,19
21929,2015-05-24,30,M2,29.120382,-98.467476,1,1000,Leak,sss1a,2015,5,X56,16.000,0.500,19
25539,2016-02-14,30,M4,29.128323,-97.724846,27,20250,Burst,sss1a,2016,2,X56,16.000,0.500,19
28025,2016-08-08,99,M2,31.668188,-97.984120,15,15000,Burst,sss1a,2016,8,X70,16.000,0.500,23
22191,2015-06-12,99,M4,31.680700,-97.824130,15,11250,Leak,sss1a,2015,6,X70,16.000,0.500,23
25006,2016-01-03,99,M4,31.666956,-98.221970,18,13500,Burst,sss1a,2016,1,X70,16.000,0.500,23
930,2011-03-16,99,M4,31.692406,-98.494156,19,14250,Corrosion,sss1a,2011,3,X70,16.000,0.500,23
29333,2016-11-11,99,M2,31.670599,-98.381450,9,9000,Corrosion,sss1a,2016,11,X70,16.000,0.500,23
29101,2016-10-21,99,M4,31.692291,-98.052240,11,8250,Leak,sss1a,2016,10,X70,16.000,0.500,23
27492,2016-06-30,99,M2,31.677446,-97.109990,5,5000,Leak,sss1a,2016,6,X70,16.000,0.500,23
18916,2014-10-08,99,M2,31.698477,-97.144870,8,8000,Leak,sss1a,2014,10,X70,16.000,0.500,23
7066,2012-06-05,99,M2,31.693615,-95.355920,8,8000,Leak,sss1a,2012,6,X70,16.000,0.500,23
13206,2013-08-28,99,M2,31.664217,-98.305150,8,8000,Damaged Coating,sss1a,2013,8,X70,16.000,0.500,23
8486,2012-09-10,99,M3,31.698154,-99.559620,7,7000,Corrosion,sss1a,2012,9,X70,16.000,0.500,23
23883,2015-10-05,99,M2,31.685541,-98.641910,7,7000,Damaged Coating,sss1a,2015,10,X70,16.000,0.500,23
18817,2014-10-01,99,M2,31.681364,-97.874490,7,7000,Leak,sss1a,2014,10,X70,16.000,0.500,23
11361,2013-04-20,99,M2,31.676760,-96.088430,7,7000,Corrosion,sss1a,2013,4,X70,16.000,0.500,23
23569,2015-09-14,99,M4,31.666270,-98.730360,6,4500,Burst,sss1a,2015,9,X70,16.000,0.500,23
3955,2011-10-13,99,M4,31.698778,-98.654884,25,18750,Damaged Coating,sss1a,2011,10,X70,16.000,0.500,23
20939,2015-03-11,99,M2,31.699583,-96.827140,17,17000,Damaged Coating,sss1a,2015,3,X70,16.000,0.500,23
804,2011-03-08,99,M2,31.698908,-99.847340,17,17000,Damaged Coating,sss1a,2011,3,X70,16.000,0.500,23
24427,2015-11-16,99,M2,31.696789,-97.680100,17,17000,Leak,sss1a,2015,11,X70,16.000,0.500,23
17891,2014-07-29,99,M2,31.696575,-99.056220,11,11000,Damaged Coating,sss1a,2014,7,X70,16.000,0.500,23
23758,2015-09-28,99,M2,31.682510,-98.147500,11,11000,Burst,sss1a,2015,9,X70,16.000,0.500,23
12390,2013-07-01,99,M2,31.681656,-95.713684,11,11000,Damaged Coating,sss1a,2013,7,X70,16.000,0.500,23
27339,2016-06-21,99,M2,31.667475,-97.987350,13,13000,Damaged Coating,sss1a,2016,6,X70,16.000,0.500,23
27123,2016-06-07,99,M4,31.685799,-98.605020,7,5250,Damaged Coating,sss1a,2016,6,X70,16.000,0.500,23
16718,2014-05-13,99,M4,31.683279,-96.716810,7,5250,Corrosion,sss1a,2014,5,X70,16.000,0.500,23
9383,2012-11-15,99,M4,31.697119,-97.268670,8,6000,Damaged Coating,sss1a,2012,11,X70,16.000,0.500,23
1413,2011-04-23,99,M4,31.672138,-97.697180,13,9750,Joint Failure,sss1a,2011,4,X70,16.000,0.500,23
3452,2011-09-04,99,M4,31.669218,-98.196770,13,9750,Leak,sss1a,2011,9,X70,16.000,0.500,23
15939,2014-03-20,99,M4,31.663588,-96.075264,13,9750,Corrosion,sss1a,2014,3,X70,16.000,0.500,23
2164,2011-06-12,99,M2,31.684624,-96.827420,14,14000,Leak,sss1a,2011,6,X70,16.000,0.500,23
29112,2016-10-22,99,M4,31.689554,-98.722250,16,12000,Joint Failure,sss1a,2016,10,X70,16.000,0.500,23
7946,2012-08-05,99,M4,31.670567,-97.086845,16,12000,Corrosion,sss1a,2012,8,X70,16.000,0.500,23
15960,2014-03-22,99,M2,31.691578,-97.254410,1,1000,Damaged Coating,sss1a,2014,3,X70,16.000,0.500,23
20268,2015-01-17,99,M2,31.674404,-98.527405,1,1000,Leak,sss1a,2015,1,X70,16.000,0.500,23
22710,2015-07-16,99,M4,31.694853,-97.965790,1,750,Leak,sss1a,2015,7,X70,16.000,0.500,23
18835,2014-10-02,99,M4,31.674084,-98.252640,28,21000,Leak,sss1a,2014,10,X70,16.000,0.500,23
19435,2014-11-14,942,M3,62.884777,-145.467450,15,15000,Corrosion,tul6f,2014,11,X42,18.000,0.375,19
29285,2016-11-07,942,M3,62.860460,-146.945700,13,13000,Joint Failure,tul6f,2016,11,X42,18.000,0.375,19
717,2011-03-01,942,M1,62.860107,-145.280030,16,24000,Corrosion,tul6f,2011,3,X42,18.000,0.375,19
27178,2016-06-11,942,M1,62.854607,-144.545500,27,40500,Corrosion,tul6f,2016,6,X42,18.000,0.375,19
24822,2015-12-19,942,M3,62.887543,-145.384260,14,14000,Burst,tul6f,2015,12,X42,18.000,0.375,19
24930,2015-12-28,942,M3,62.875885,-145.152680,14,14000,Burst,tul6f,2015,12,X42,18.000,0.375,19
15274,2014-02-02,942,M3,62.866900,-145.692100,19,19000,Burst,tul6f,2014,2,X42,18.000,0.375,19
19075,2014-10-18,942,M1,62.887135,-145.336070,14,21000,Joint Failure,tul6f,2014,10,X42,18.000,0.375,19
19244,2014-10-28,942,M1,62.871210,-145.292500,14,21000,Damaged Coating,tul6f,2014,10,X42,18.000,0.375,19
4914,2011-12-29,942,M1,62.857400,-143.796260,28,42000,Corrosion,tul6f,2011,12,X42,18.000,0.375,19
6508,2012-04-27,942,M1,62.854443,-145.153150,28,42000,Joint Failure,tul6f,2012,4,X42,18.000,0.375,19
25177,2016-01-17,942,M1,62.880127,-144.833220,18,27000,Joint Failure,tul6f,2016,1,X42,18.000,0.375,19
8534,2012-09-14,942,M1,62.874320,-144.513340,25,37500,Joint Failure,tul6f,2012,9,X42,18.000,0.375,19
22926,2015-07-30,985,M3,64.463540,-144.073180,13,13000,Joint Failure,tul6f,2015,7,X60,16.000,0.375,16
1345,2011-04-17,985,M3,64.451164,-143.484700,8,8000,Leak,tul6f,2011,4,X60,16.000,0.375,16
26528,2016-04-27,985,M1,64.445820,-144.208910,31,46500,Corrosion,tul6f,2016,4,X60,16.000,0.375,16
12559,2013-07-12,985,M1,64.475690,-148.086780,29,43500,Leak,tul6f,2013,7,X60,16.000,0.375,16
3815,2011-09-30,83,M2,31.106874,-98.721280,15,15000,Leak,sss1a,2011,9,X42,16.000,0.625,16
